Price,Mileage,Engine/Motor Capacity,Transmission,Manufacturer,Model Year,Condition,Model,Fuel Type,Colour,Vehicle Type,URL
"12,300,000","82,500",1500,Automatic,Toyota,2017,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Hybrid,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-axio-2017-263654
Negotiable,0,1500,Automatic,Toyota,1997,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-corolla-1997-263606
"6,775,000","102,000",1496,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,blue,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2012-263630
"9,375,000","140,000",1500,Manual,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-axio-2015-263599
"6,950,000","165,000",1500,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,black,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2013-263581
"8,200,000","79,000",1500,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,white,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2015-263577
Negotiable,"170,000",1500,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Hybrid,brown,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-axio-2015-263572
"9,250,000","165,000",1500,Automatic,Toyota,2010,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Hybrid,maroon,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-premio-2010-263571
Negotiable,"120,000",1800,Automatic,Toyota,1992,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vista,Diesel,gold,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-vista-1992-263230
Negotiable,"1,000",1000,Automatic,Toyota,2024,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,gray,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2024-263343
"6,600,000","270,000",1496,Automatic,Toyota,2006,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Allion,Petrol,beige,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-allion-2006-263383
Negotiable,"95,000",1000,Automatic,Toyota,2017,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Wigo,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-wigo-2017-263411
"5,850,000","95,000",1000,Automatic,Toyota,2017,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Wigo,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-wigo-2017-263424
"6,700,000","220,000",1500,Manual,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,gray,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-axio-2007-263462
"5,500,000","293,000",1800,Automatic,Toyota,1999,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Carina,Petrol,beige,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-carina-1999-263318
Negotiable,"130,000",1000,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,silver,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-aqua-2015-263319
"9,800,000","6,000",1000,Automatic,Toyota,2025,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,white,Car(),https://patpat.lk/en/ad/vehicle/toyota-yaris-2025-263490
"4,375,000","193,000",1000,Automatic,Toyota,2004,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Passo,Petrol,pink,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-passo-2004-263156
Negotiable,N/A,N/A,"Automatic



Manual



Other



Tiptronic",,N/A,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",,"Diesel



Electric



Hybrid



Petrol",N/A,"Bike



Bus



Car



Heavy



Land



SUV



Three wheeler



Truck



Van



Pick-up 



Multi Purpose",https://patpat.lk/en/sri-lanka/vehicle/car/toyota?page=82
Negotiable,"150,000",1500,Manual,Toyota,1983,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corona,Petrol,red,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-corona-1983-263223
"11,600,000","159,000",1500,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,purple,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-premio-2015-263173
"6,800,000","128,000",1000,Automatic,Toyota,2008,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,blue,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-corolla-2008-263184
"11,000,000","147,000",1500,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-prius-2015-263192
"15,000,000","105,000",1500,Automatic,Toyota,2017,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,white,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-premio-2017-263211
"6,890,000",0,1490,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,blue,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-aqua-2013-263134
"17,800,000","164,000",1500,Automatic,Toyota,2020,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,white,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-premio-2020-263051
Negotiable,0,1490,Automatic,Toyota,2025,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2025-262995
"9,200,000",0,1490,Automatic,Toyota,2023,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,black,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2023-262986
"5,775,000","240,000",1500,Automatic,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,gray,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2007-262961
Negotiable,"160,000",1000,Automatic,Toyota,2016,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,orange,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2016-262903
Negotiable,"165,000",1300,Automatic,Toyota,2010,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,maroon,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-premio-2010-262905
Negotiable,"100,000",1496,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,blue,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2013-262804
Negotiable,"137,000",1000,Manual,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,maroon,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-premio-2015-262777
"5,800,000","1,310,000",1000,Automatic,Toyota,2008,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,black,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2008-262620
"7,150,000","105,000",1000,Manual,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,blue,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-vitz-2015-262492
"5,990,000","120,000",1300,Manual,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Belta,Petrol,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-belta-2007-262452
"9,850,000","180,000",1500,Manual,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-premio-2013-262534
"5,250,000",N/A,N/A,"Automatic



Manual



Other



Tiptronic",,N/A,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",,"Diesel



Electric



Hybrid



Petrol",N/A,"Bike



Bus



Car



Heavy



Land



SUV



Three wheeler



Truck



Van



Pick-up 



Multi Purpose",https://patpat.lk/en/sri-lanka/vehicle/car/toyota?page=83
"9,100,000","117,000",1500,Automatic,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Allion,Petrol,black,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-allion-2007-262473
Negotiable,"234,388",1970,Automatic,Toyota,1997,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Diesel,beige,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-corolla-1997-262211
Negotiable,"120,000",1300,Manual,Toyota,1988,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-corolla-1988-262255
Negotiable,"159,000",1496,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,black,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2012-262263
Negotiable,"129,193",1300,Automatic,Toyota,2009,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2009-262312
Negotiable,0,1000,Manual,Toyota,1996,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Glanza V,Petrol,gray,Car(),https://patpat.lk/en/ad/vehicle/toyota-glanza-v-1996-262399
Negotiable,"144,000",1598,Automatic,Toyota,2001,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,blue,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-corolla-2001-262409
"4,500,000","65,000",1500,Automatic,Toyota,1999,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-corolla-1999-262316
"2,300,000",0,1500,Manual,Toyota,1987,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Sprinter,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-sprinter-1987-262388
"14,600,000","70,000",1500,Automatic,Toyota,2017,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,brown,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-premio-2017-262367
Negotiable,0,996,Automatic,Toyota,2023,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2023-256811
"5,550,000","147,224",1490,Automatic,Toyota,2008,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,gray,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2008-256888
"5,900,000",0,1300,Automatic,Toyota,2008,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Belta,Petrol,silver,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-belta-2008-256828
"6,975,000","322,000",1500,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,blue,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2012-256651
Negotiable,"161,000",1000,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-prius-2014-256764
"6,350,000","133,000",1500,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,blue,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2012-256791
Negotiable,N/A,N/A,"Automatic



Manual



Other



Tiptronic",,N/A,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",,"Diesel



Electric



Hybrid



Petrol",N/A,"Bike



Bus



Car



Heavy



Land



SUV



Three wheeler



Truck



Van



Pick-up 



Multi Purpose",https://patpat.lk/en/sri-lanka/vehicle/car/toyota?page=94
"10,200,000","132,000",1500,Automatic,Toyota,2016,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-axio-2016-256749
"8,400,000","148,000",1200,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-axio-2015-256726
"7,550,000","129,853",1200,Manual,Toyota,2016,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2016-256734
"8,500,000","5,000",660,Automatic,Toyota,2023,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2023-256564
"4,750,000","200,000",1300,Automatic,Toyota,2003,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",IST,Petrol,gray,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-ist-2003-256547
"5,250,000","100,000",1500,Manual,Toyota,2003,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vios,Petrol,gold,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-vios-2003-256592
"8,675,000","33,000",1000,Automatic,Toyota,2023,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2023-256536
"13,700,000","4,000",1496,Automatic,Toyota,2024,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Hybrid,gray,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-axio-2024-256501
"10,200,000","158,000",1490,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,silver,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-premio-2012-256522
Negotiable,0,1490,Automatic,Toyota,2017,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-premio-2017-256400
"10,800,000","205,000",1500,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,maroon,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-premio-2014-256507
"7,650,000","75,000",1000,Automatic,Toyota,2017,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,blue,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2017-256488
"8,300,000","120,000",990,Automatic,Toyota,2019,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,maroon,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2019-256483
"8,000,000","260,000",1500,Automatic,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Allion,Petrol,black,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-allion-2007-256299
Negotiable,"226,725",1500,Manual,Toyota,1989,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,white,Car(),https://patpat.lk/en/ad/vehicle/toyota-corolla-1989-256420
"10,500,000","165,000",1800,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,other,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-prius-2012-256186
"7,950,000","4,000",996,Automatic,Toyota,2023,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Passo,Petrol,red,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-passo-2023-256131
"16,000,000","75,000",1800,Automatic,Toyota,2021,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,white,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-corolla-2021-255975
"12,800,000","30,000",1600,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,silver,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-corolla-2014-255979
"2,450,000","197,000",2000,Manual,Toyota,1992,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Diesel,black,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-corolla-1992-255883
Negotiable,N/A,N/A,"Automatic



Manual



Other



Tiptronic",,N/A,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",,"Diesel



Electric



Hybrid



Petrol",N/A,"Bike



Bus



Car



Heavy



Land



SUV



Three wheeler



Truck



Van



Pick-up 



Multi Purpose",https://patpat.lk/en/sri-lanka/vehicle/car/toyota?page=95
Negotiable,"148,000",1900,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,white,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-axio-2015-256036
"7,900,000","95,360",990,Automatic,Toyota,2008,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,gray,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2008-256061
Negotiable,"161,000",1500,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,blue,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2014-256007
"15,750,000","8,500",1499,Automatic,Toyota,2019,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,maroon,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-premio-2019-255925
Negotiable,"170,000",1500,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,maroon,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-premio-2012-255961
"14,500,000","9,800,000",1500,Automatic,Toyota,2019,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,white,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-premio-2019-255959
Negotiable,"13,000",1500,Automatic,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Allion,Petrol,white,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-allion-2007-256034
Negotiable,0,1500,Manual,Toyota,2009,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Diesel,red,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-corolla-2009-255856
"7,000,000","217,000",0,Automatic,Toyota,2003,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Allion,Petrol,silver,Car(Sports),https://patpat.lk/en/ad/vehicle/toyota-allion-2003-255700
"4,000,000","136,000",1500,Automatic,Toyota,1998,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,blue,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-corolla-1998-255714
"4,350,000","120,000",1490,Automatic,Toyota,1996,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Carina,Petrol,red,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-carina-1996-255720
"7,450,000","146,000",1000,Automatic,Toyota,2016,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2016-255772
"8,800,000","181,000",1500,Automatic,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-premio-2007-255730
"7,950,000","245,000",1500,Automatic,Toyota,2003,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Allion,Petrol,gray,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-allion-2003-255481
"11,400,000","210,000",1790,Automatic,Toyota,2009,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Petrol,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-prius-2009-255415
"4,860,000",0,1500,Automatic,Toyota,1998,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Carina,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-carina-1998-255620
Negotiable,"98,000",1000,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,white,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-axio-2015-255615
"10,400,000","128,000",1500,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,maroon,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-premio-2013-255638
Negotiable,"104,000",1000,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2012-255584
Negotiable,0,1300,Manual,Toyota,1994,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Marino,Petrol,blue,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-marino-1994-255601
"6,400,000",N/A,N/A,"Automatic



Manual



Other



Tiptronic",,N/A,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",,"Diesel



Electric



Hybrid



Petrol",N/A,"Bike



Bus



Car



Heavy



Land



SUV



Three wheeler



Truck



Van



Pick-up 



Multi Purpose",https://patpat.lk/en/sri-lanka/vehicle/car/toyota?page=96
Negotiable,"103,000",1500,Automatic,Toyota,2011,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Allion,Petrol,maroon,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-allion-2011-255598
"9,500,000",0,1400,Automatic,Toyota,2011,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Allion,Petrol,maroon,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-allion-2011-255478
"9,600,000","5,000",1800,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-prius-2013-255525
Negotiable,"129,000",1500,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-prius-2013-255536
"8,650,000","128,000",1500,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-prius-2012-255546
